code,actual_controller,ownership_type
002299,"傅光明,傅芬芳,傅长玉",private
002300,"李云孝,刘秀萍,李文亮",private
002301,陈钦鹏,private
002302,国务院国有资产监督管理委员会,state
002303,王海鹏,private
002304,宿迁市国有资产监督管理委员会,state
002305,许晓明,private
002306,孟凯,private
002307,新疆生产建设兵团建工师国资委,state
002309,王柏兴,private
002310,"何巧女,唐凯",private
002311,薛华,private
002312,补建,private
002313,王文生,private
002314,中国南山开发(集团)股份有限公司,private
002315,沈锦华,private
002316,"Brenda Yap(叶冰),David Xun Ge(葛迅),叶琼",private
002317,张绍日,private
002318,周志江,private
002319,"张彬贤,刘秋华",private
002320,海口市国有资产监督管理委员会,state
002321,潢川县财政局,state
002322,"余艇,周方洁,刘笑梅",private
002323,季奎余,private
002324,周文,private
002326,"王莺妹,何人宝",private
002327,"林国芳,陈国红",private
002328,宋伯康家族,private
002329,黄嘉棣,private
002330,郑和平,private
002331,"王中胜,杨世宁,杨新子",private
002332,仙居县财政局,state
002333,吴明福,private
002334,黄申力,private
002335,"陈成辉,陈建平",private
002337,张建浩,private
002338,中国科学院长春光学精密机械与物理研究所,private
002339,,no_controller
002340,"王敏,许开华",private
002342,"杨建忠,杨建国,杨会德,杨子",private
002343,,no_controller
002344,海宁市财政局,state
002345,廖木枝,private
002346,"陆仁军,蒋陆峰",private
002347,邰正彪,private
002348,"杨镇欣,杨广城,杨旭恩,杨镇凯,杨镇裕,杨楚丽,杨康华",private
002349,南通市国有资产监督管理委员会,state
002350,张新育,private
002351,张文东,private
002352,刘冀鲁,private
002353,"孙伟杰,王坤晓,刘贞峰",private
002354,魏平,private
002355,王嘉民,private
002356,"柯良节,王荣安",private
002357,安治富,private
002358,楚金甫,private
002360,张云升,private
002361,刘志坚,private
002362,"刘迎建,徐冬青",private
002363,"张乔敏,张海燕,张超",private
002364,朱国锭,private
002365,陈勇,private
002366,罗志中,private
002367,王友林,private
002368,国务院国有资产监督管理委员会,state
002369,"田昱,夏传武",private
002370,陈尧根,private
002371,北京电子控股有限责任公司,private
002372,"章卡鹏,张三云",private
002373,陈俭,private
002374,"孙世尧,于志芬,霍文菊,孙红丽,孙鲲鹏",private
002375,"丁欣欣,张杏娟",private
002376,威海市人民政府国有资产监督管理委员会,state
002377,高庆寿,private
002378,黄泽兰,private
002379,于荣强,private
002380,"刘国耀,胡歙眉,刘建耀,胡梓章",private
002381,沈耿亮,private
002382,李振平,private
002383,"郭信平,李亚楠",private
002384,"袁永刚,袁永峰,袁富根",private
002385,邵根伙,private
002386,宜宾市政府国有资产监督管理委员会,state
002387,林秀浩,private
002388,"许伟明,徐琦",private
002389,邵雨田,private
002390,张观福,private
002391,于国权,private
002392,赵继增,private
002393,天津市国有资产监督管理委员会,state
002394,"孔祥军,崔恒富,陈警娇,黄长根",private
002395,唐炳泉,private
002396,福建省人民政府国有资产监督管理委员会,state
002397,姜天武,private
002398,"蔡永太,李晓斌,黄明辉,麻秀星,林千宇,林燕妮,叶斌,郭元强",private
002399,"李锂,李坦",private
002400,广东省国有资产监督管理委员会,state
002401,国务院国有资产监督管理委员会,state
002402,刘建伟,private
002403,"陈合林,陈文君,陈灵巧,林菊香",private
002404,周国建,private
002405,国务院国有资产监督管理委员会,state
002406,"刘延生,史彩霞",private
002407,李世江,private
002408,车成聚,private
002409,"沈琦,沈馥,沈锡强,骆颖,窦靖芳",private
002410,刁志中,private
002412,刘令安,private
002413,黄小平,private
002414,黄立,private
002415,国务院国有资产监督管理委员会,state
002416,黄绍武,private
002418,陈汉康,private
002419,国务院国有资产监督管理委员会,state
002420,"冼燃,凤翔,李学银,戴耀花",private
002421,刘磅,private
002422,刘革新,private
002423,国务院国有资产监督管理委员会,state
002424,姜伟,private
002425,"陈玉琴,郑合明",private
002426,高玉根,private
002427,茅惠新,private
002428,"包文东,吴开惠",private
002429,顾伟,private
002430,杭州市国有资产监督管理委员会,state
002431,"吴桂昌,吴汉昌,吴建昌",private
002432,刘毅,private
002434,"黄河清,吴月华",private
002436,邱醒亚,private
002437,"朱吉满,白莉惠",private
002438,吴建新,private
002439,"王佳,严立",private
002440,"阮加根,阮加春,阮静波,张爱娟,张云达,阮吉祥",private
002441,吴开贤,private
002442,刘江山,private
002443,"俞锦方,徐水荣,沈淦荣,周新华",private
002444,"仇建平,王玲玲",private
002445,陈少忠,private
002446,杨华,private
002448,薛德龙,private
002449,"王垚浩,蔡炬怡,余彬海",private
002451,问泽鸿,private
002452,马孝武,private
002453,徐仁华,private
002454,陈福成,private
002455,"郑铁江,王亚娟",private
002456,蔡荣军,private
002457,陈家兴,private
002458,曹积生,private
002459,"胡志军,朱新生",private
002460,李良彬家族,private
002461,广州市人民政府国有资产监督管理委员会,state
002462,共青团中央,private
002463,吴礼淦家族,private
002465,广州市国资委,state
002466,蒋卫平,private
002467,李小龙,private
002468,李家德,private
002469,曲思秋,private
002470,万连步,private
002471,杨飞,private
002472,"叶善群,吴长鸿,陈菊花,陈剑峰,蒋亦卿",private
002474,鲁峰,private
002475,"王来胜,王来春",private
002476,"夏春良,梁立稳,吴时军,杜斌,刘燕,郭宝德,徐志伟,栾庆民,向民,阔伟,刘福林等11名实际控制人",private
002478,曹坚,private
002479,孙庆炎,private
002480,黄志明,private
002481,招远市金岭镇人民政府,state
002482,叶远西,private
002483,"吴建,沙明军,施晓越",private
002484,方铿,private
002485,王桂波,private
002486,黄伟国,private
002487,金鑫,private
002488,"孙金国,孙利群",private
002489,"谢建勇,谢建强,谢建平,谢先兴",private
002490,张恩荣,private
002491,沈小平,private
002492,王青运,private
002493,李水荣,private
002494,贺国英,private
002495,"林平涛,林长浩,林长青,林长春,许巧婵",private
002496,仲汉根,private
002497,郑戎,private
002498,张思夏,private
002500,山西省财政厅,private
002501,"王民,张永侠",private
002506,倪开禄,private
002507,重庆市涪陵区国有资产监督管理委员会,state
002508,任建华,private
002510,"胡津生,常世平,董书新,赵文杰,尹宝茹,任伟,张义生,鲍建新,王子玲",private
002511,"邓颖忠,邓冠彪,邓冠杰",private
002512,蔡小如,private
002513,杨振华,private
002514,,no_controller
002515,施延军,private
002516,沈介良,private
002517,"王燕娥,林祥伟",private
002518,"刘程宇,刘玲",private
002519,庞绍熙等14个实际控制人,private
002520,吴捷先生和吴良定先生家族,private
002521,李学峰,private
002522,陈大魁,private
002523,株洲市人民政府国有资产监督管理委员会,state
002524,周永麟,private
002526,赵笃学,private
002527,"纪德法,刘丽萍,纪翌",private
002528,刘肇怀,private
002529,"李良光,李建峰,李祥凌",private
002530,朱文明,private
002531,严俊旭,private
002532,"许敏田,杨佩华",private
002533,"吴学愚,孙文利",private
002534,"王水福,谢水琴,陈夏鑫",private
002535,"郭现生,韩录云",private
002536,"孙耀志,孙耀忠",private
002537,"刘国平,孙刚",private
002538,金国清,private
002539,宋睿,private
002540,"周福海,周吉,于丽芬",private
002541,"商晓波,邓烨芳",private
002542,吴延炜,private
002543,"卢础其,卢楚隆,卢楚鹏",private
002544,中国电子科技集团公司,state
002545,韩汇如,private
002546,胡敏,private
002547,孙洁晓,private
002548,"陈俊海,王军,关明阳,郭立新,王坚能,刘超,杨华林",private
002549,祝恩福,private
002550,王耀方,private
002551,梁桂秋,private
002552,"朱丽霞,朱宝松",private
002553,"史建伟,史娟华,史维",private
002554,"黄松,白明垠,潘峰,肖荣",private
002555,"吴绪顺,吴卫红,吴卫东",private
002556,安徽省供销合作社联合社,private
002557,陈先保,private
002558,"彭建虎,彭俊珩",private
002559,"吉素琴,冷志斌,闻庆云,王宏祥,周家智,杨林,施金霞,王守元,王峻",private
002560,"史万福,马红菊",private
002561,上海徐家汇商城(集团)有限公司,private
002562,"钱志达,钱志明",private
002563,"邱光和,邱坚强,邱艳芳,周平凡,戴智约",private
002564,陈玉忠,private
002565,"王丹,张少怀",private
002566,张益胜,private
002567,陶一山,private
002568,刘晓东,private
002569,"王建霞,陈建飞,陈建国,陈能恩,王建军,陈智君,陈智宇,王建丽,寿彩凤,寿鹤蕾,寿能丰,吴永杰",private
002570,谢宏,private
002571,施卫东,private
002572,"柯建生,江淦钧",private
002573,张开元,private
002574,"虞兔良,虞阿五",private
002575,"林伟章,黄仕群",private
002576,姜煜峰,private
002577,曾浩,private
002578,黄天火,private
002579,"刘毕华,杨林",private
002580,"宋斌,高运奎,景勇,李恕华,隋延波,翟凤英,孔德龙,杨玉清,王平,于海龙,宫国伟",private
002581,"高庆昌,高宝林",private
002582,石聚彬,private
002583,陈清州,private
002584,"黄少群,黄伟鹏,黄伟波,黄侦杰,黄侦凯",private
002585,吴培服,private
002586,"冯全宏,张子和,罗全民,邱春方,王掌权",private
002587,吴涵渠,private
002588,"高文班,高进华,高文安,高文靠,高英,古龙粉,高文秋,高文都",private
002589,"张仁华,韩旭",private
002590,"陈利祥,陈锋,俞迪辉,陈黎慕,陈永汉,陈黎明",private
002591,"朱星河,胡恩雪,胡长清,朱光宇,胡恩莉,朱倍坚",private
002592,顾瑜,private
002593,"吴子文,吴丽珠",private
002594,王传福,private
002595,张恭运,private
002596,"张海林,冯活灵,张艺林",private
002597,杨迎春,private
